id,team_id,season_id,category,name,value,perGameValue,rank
648ab499-58fa-4a2b-ab70-081bb85b6038,22,2024,returning,kickReturnTouchdowns,1.0,,1.0
c9c32c34-e5e2-46dc-9a7b-373f6742293b,22,2024,returning,kickReturnYards,475.0,,3.0
5f75d8d1-f5ce-49cd-9709-7edd6554f40f,22,2024,returning,longKickReturn,96.0,,3.0
4ffabccf-fb3a-423f-a9a2-da7edaa74177,22,2024,returning,longPuntReturn,17.0,,25.0
9bb37729-6ae5-4274-8c71-f922e9ecc07d,22,2024,returning,miscFumbleReturns,0.0,,1.0
9e1fec2b-b8d5-418f-821f-19232ae933d1,22,2024,returning,miscFumbleReturnYards,0.0,,1.0
c4043f27-edea-4db9-8d2b-e9e58c22726a,22,2024,returning,oppFumbleRecoveries,6.0,,1.0
6e2a7cf4-19f5-4e43-8c81-ca78b849f19a,22,2024,returning,oppFumbleRecoveryYards,8.0,,14.0
1e318d1b-1123-4ed6-ba06-afb637c6f52b,22,2024,returning,oppSpecialTeamFumbleReturns,0.0,,1.0
f6266b5c-8bde-41d8-9a97-3e4ee6b67dc6,22,2024,returning,oppSpecialTeamFumbleReturnYards,0.0,,1.0
4d90dca0-e373-4227-8922-81c995d01c16,22,2024,returning,puntReturnFairCatches,2.0,,31.0
4f8db401-e8ec-44b9-914d-4a31d5a1c98b,22,2024,returning,puntReturnFairCatchPct,28.57143,,50.0
e3a374ec-e8fc-4df1-b05c-7bc509f62243,22,2024,returning,puntReturnFumbles,0.0,,1.0
46bb7930-3c4a-4bd0-b616-270c359dfc8a,22,2024,returning,puntReturnFumblesLost,0.0,,1.0
8a535b11-f260-4dbf-a3af-118115185469,22,2024,returning,puntReturns,5.0,,30.0
7d33893c-63b6-461a-9007-1ba1b8933cc3,22,2024,returning,puntReturnsStartedInsideThe10,0.0,,1.0
9241a53a-b388-4226-8b44-b1c634f44dfa,22,2024,returning,puntReturnsStartedInsideThe20,0.0,,1.0
60f1dcd9-c74e-4ee1-ab93-2524fa8969ea,22,2024,returning,puntReturnTouchdowns,0.0,,4.0
bc851e12-a4e2-4d72-a6ff-1b78ba75b878,22,2024,returning,puntReturnYards,41.0,,32.0
3796319e-370e-4a4e-9af8-e76057b96bf6,22,2024,returning,specialTeamFumbleReturns,0.0,,1.0
9903b26c-702c-4f20-b855-0da74570ed8c,22,2024,returning,specialTeamFumbleReturnYards,0.0,,1.0
ec73c0c3-e119-4c6a-a2c0-f2a592d87013,22,2024,returning,teamGamesPlayed,6.0,,20.0
67f77f98-e701-4d90-85bd-cafd3051c1ed,22,2024,returning,yardsPerKickReturn,29.6875,,
92ba362a-f006-4fe0-bed5-a45e9259398c,22,2024,returning,yardsPerPuntReturn,8.2,,1.0
b4018c5a-de99-4838-82ac-c312fc16612a,22,2024,returning,yardsPerReturn,24.571428,,1.0
593d59a3-2fba-448c-8c28-3883fba6b4e1,22,2024,punting,avgPuntReturnYards,12.2,,8.0
1a1483c1-7478-436b-9729-ef01f74831c7,22,2024,punting,fairCatches,4.0,,26.0
f7803ce3-75d7-4e45-b871-f90f39568a79,22,2024,punting,grossAvgPuntYards,50.389,,9.0
6eb86226-c8fd-41b3-8dba-edeb8bad6b3b,22,2024,punting,longPunt,63.0,,22.0
